file,language,zero_inbound_static,runtime_unreached_static,in_duplicate_clone_block,decision,reason
backend/scripts/check_other_barcode_columns.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/check_other_barcodes.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/check_sql_barcodes.py,python,1,1,1,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/check_sql_barcodes_v2.py,python,1,1,1,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/check_sql_duplicates.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/check_sync_optimization.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/check_warehouses.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/codebase_upgrade_checker.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/create_feature_indexes.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/create_item_indexes.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/create_staff_users.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/discover_tables.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/explore_barcodes.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/generate_api_docs.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/generate_secrets.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/load_test_search.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/optimize_session_indexes.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/report_generator.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/reset_staff_session.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/restore_mongodb_backup.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/set_supervisor_pin.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/setup_server_localhost.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/stress_test_concurrent_users.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/sync_bridge_agent.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/sync_sql_to_mongo.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/update_config_from_ssms.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/validate_env.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/scripts/verify_reconciliation.py,python,1,1,0,review,"Operational script/utility; likely invoked manually, not by imports."
backend/services/advanced_erp_sync_DISABLED_DO_NOT_USE.py,python,1,1,0,remove,Explicitly marked as disabled/dead in filename; safe cleanup candidate after final check.
backend/services/auto_error_finder.py,python,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
backend/services/auto_recovery.py,python,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
backend/tests/__init__.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_admin_dashboard_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_admin_router_auth.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_auth.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_auth_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_auth_handler.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_count_lines_persistence.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_dynamic_reports_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_enhanced_item_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_erp_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_erp_batches.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_item_verification_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_items_identify_helpers.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_mapping_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_password_reset_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_pin_auth_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_preferences_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_rbac.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_reconciliation_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_report_generation_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_security_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_session_finalization_and_canonical_reads.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_session_management_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_sync_batch_canonical.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_sync_batch_logic.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_unknown_items_public_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_user_management_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_user_settings_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_watchtower_helpers.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/api/test_websocket_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/conftest.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/core/test_validators_init.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/evaluation/__init__.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/evaluation/conftest.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/evaluation/run_evaluation.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/evaluation/test_api_performance.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/evaluation/test_business_logic.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/evaluation/test_data_quality.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/evaluation/test_security_evaluation.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/evaluation/test_workflow.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/governance/test_count_line_write_service_authority.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/governance/test_optimistic_locking.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/governance/test_session_transitions.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/governance/test_sql_batch_verification.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/governance/test_sql_read_only.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/governance/test_sql_verified_qty_authority.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/governance/test_verification_authority.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/governance/test_write_path_restrictions.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/middleware/test_lan_enforcement.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/middleware/test_performance_middleware.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/services/test_audit_service.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/services/test_cache_service.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/services/test_refresh_token_service.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/services/test_sql_sync_service.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_admin_control_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_agent_approval_pipeline.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_ai_variance.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_analytics_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_analytics_service.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_api_warehouses_manual.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_app_factory_legacy_stats.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_async_utils.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_auth.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_auth_cookie_support.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_auth_path.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_auth_pin.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_auth_routes_session_handling.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_auth_utils.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_auto_diagnosis.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_backfill_session_snapshots.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_barcode_validation.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_basic.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_batch_operations.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_canonical_inventory.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_cleanup_synthetic_session_data.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_comprehensive.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_config_aliases.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_count_lines_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_count_state_machine.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_coverage_final.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_coverage_improvements.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_coverage_part2.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_db_connection.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_db_migrations.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_dynamic_report_service.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_enhanced_connection_pool.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_enhanced_item_search.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_enterprise_stabilization.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_erp_mapping.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_erp_sync_service.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_erp_utils.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_error_handler_with_diagnosis.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_error_logging.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_exceptions.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_export_mapping_cleanup.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_exports_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_floor_selection.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_governance.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_governance_contracts.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_integration.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_integration_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_items.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_jenkins_pipeline_contract.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_locations_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_logging_config.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_mdns_service.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_migrate_user_settings.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_notification_service.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_notifications_api_routes.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_offline_sync.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_performance.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_pi_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_pin_auth.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_pin_login_manual.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_repair_legacy_zero_variance_approvals.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_repair_scripts.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_result.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_routes_check.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_runtime_route_cleanup.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_schemas.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_search_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_search_service.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_security_headers.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_sentry.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_server_entrypoint.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_sessions_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_settings_runtime.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_simple.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_sql_readonly.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_sync.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_sync_conflicts_service.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_sync_management_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_sync_service.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_system_report_service.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_user_management_routes.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_validation.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_validation_scripts.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_variance_service.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_verification.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_version_check.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_websocket_manager.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_websocket_service.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/test_whatsapp_service.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/verify_integration_flow.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/verify_operational.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/verify_security_api.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/tests/verify_token_claims.py,python,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
backend/utils/__init__.py,python,1,1,0,keep,Python package marker file; may be required for module/package behavior.
backend/utils/pagination.py,python,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
backend/utils/pdf_generator.py,python,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
backend/utils/secret_generator.py,python,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
backend/utils/structured_logging.py,python,1,1,0,review,Runtime-unreached static signal; needs manual validation before removal.
frontend/.eslintrc.js,typescript/javascript,1,1,0,keep,Build/test/tooling configuration entrypoint; consumed by external toolchain.
frontend/__tests__/home.test.tsx,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/__tests__/login.test.tsx,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/__tests__/login_accessibility.test.tsx,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/__tests__/staff/home.test.tsx,typescript/javascript,1,1,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/app/+not-found.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/_layout.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/admin/__tests__/logs.offlineMode.test.tsx,typescript/javascript,1,0,0,keep,Test asset discovered by test runner; static inbound graph does not reflect test discovery.
frontend/app/admin/_layout.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/admin/control-panel-v2.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/admin/control-panel.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/admin/dashboard-web.screen.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/admin/dashboard-web.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/admin/index.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/admin/live-view.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/admin/metrics.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/admin/permissions.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/admin/realtime-dashboard.screen.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/admin/realtime-dashboard.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/admin/reports.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/admin/security.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/admin/settings.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/admin/sql-config.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/admin/unknown-items.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/admin/users.screen.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/admin/users.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/debug.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/forgot-password.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/help.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/index.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/login.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/notifications.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/otp-verification.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/register.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/reset-password.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/security.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/staff/_layout.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/staff/appearance.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/staff/components/SectionLists.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/staff/history.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
frontend/app/staff/index.tsx,typescript/javascript,1,0,0,keep,Expo file-based route entrypoint; not expected to have explicit import references.
